Image|Rating|Code|Name|Classification|Vintage|Region|Price|Country|Description|Stock|Type|Id|Size
Watermark2014 9Hoggies Chardonnay 2012 JPEG.jpg||M0000031|Hoggies Chardonnay||2012|Victoria|HK$ 150.0|Australia|The nose exhibits aromas of Peaches, melons honey and limes are the primary aromas.The stone fruit characters on the nose flow through to the palate. Its length of flavour with honey nuances and crisp acidity suggests the wine could be drunk while young or allowed some bottle maturation|173|White wine|5801|750ml
||M0000042|Luis Felipe Edwards Cabernet Sauvignon||2012|Central Valley|HK$ 78.0|Chile||1|Red wine|5802|750ml
Watermark2014 9Bladen Sauvignon Blanc.jpg||M0000048|Bladen Sauvignon Blanc||2012|Marlborough|HK$ 165.0|New Zealand|Pale gold colour. Ripe, fruity nose of tropical guava, peach, gooseberry, yellow stone fruit, and delicate orange blossom nose. Dry, refreshing, and showing purity of ripe fruity flavours. Good palate weight with a great balance. Long and crisp to finish.|0|White wine|5803|750ml
Watermark2014 9Domaine Moltes Gewurztraminer 2010.jpg||M0000049|Domaine Moltes Gewurztraminer||2012|Alsace|HK$ 298.0|France||0|White wine|5804|750ml
||M0000054|Luis Felipe Edwards Merlot||2012|Central Valley|HK$ 74.0|Chile||0|Red wine|5805|750ml
||M0000069|Willowglen Shiraz Cab||2012|New South Wales|HK$ 60.0|Australia||0|Red wine|5806|750ml
Watermark2014 5Sirius Blanc 2012 JPEG.jpg||M0000092|Sirius Blanc|AOC|2012|Bordeaux|HK$ 120.0|France|A brilliant, limpid pale yellow hue clothes this rich and complex wine with its notes of citrus fruit, white blossom and tropical fruits, such as mango and passion fruit. The front-of-palate is beautifully fresh, evolving to reveal generous extract and great freshness. Slightly toasty notes on the finish, which seems to go on and on. Definitely a great white wine, crafted for freshness, with the taste of Sauvignon Blanc dominating.|666|White wine|5807|750ml
Watermark2014 3Pyrenees Ridge Rose 2012 JPEG.jpg|JH 90 |M0000155|Pyrenees Ridge Rose||2012|Victoria|HK$ 250.0|Australia|Subtle delicate bouquet of strawberry,hint of plum on the finish which are complemented by a loght bodied and an almost dry finish.|57|Rose|5808|750ml
Watermark2014 3Crabitey Blanc 2012 JPEG.jpg||M0000260|Crabitey Blanc||2012|Graves|HK$ 228.0|France||44|White wine|5809|750ml
Watermark2014Sirius Rose 2012 JPEG.jpg||M0000570|Sirius Rose|AOC|2012|Bordeaux|HK$ 120.0|France|A brilliant colour, reveals a remarkable aromatic richness of aromas of small red berries, blackcurrant, strawberry, which is completed by a burst of freshness on the palate.|99|Rose|5810|750ml
||M0000602|Des Leotins|AOC|2012|Bordeaux|HK$ 99.0|France||591|Red wine|5811|750ml
Watermark2014Mouton Rothschild 1994jpg.jpg||M0000631|Mouton Rothschild|1er Cru|2012|Pauillac||France||0|Red wine|5812|750ml
Watermark2014 3Lafite Rothschild 1996 JEPG.jpg||M0000632|Lafite Rothschild|1er Cru|2012|Pauillac||France||0|Red wine|5813|750ml
Watermark2014 9Chateau Ausone 2008.jpg||M0000639|Ausone|1er GCC A|2012|St. Emilion||France||0|Red wine|5814|750ml
Watermark2014 9Chateau Pontet-Canet 2003.jpg||M0000640|Pontet Canet|5eme Cru|2012|Pauillac||France||0|Red wine|5815|750ml
Watermark2014 9Chateau Calon Segur 1990.jpg||M0000641|Calon Segur|3eme Cru|2012|St. Estephe||France||0|Red wine|5816|750ml
Watermark2014 6Clos Fourtet 2006 JPEG.jpg||M0000642|Clos Fourtet|1er GCC B|2012|St. Emilion||France||0|Red wine|5817|750ml
||M0000643|Pichon Longueville Comtesse de Lalande|2eme Cru|2012|Pauillac||France||0|Red wine|5818|750ml
Watermark2014 9Hoggies Riesling 2011 JPEG.jpg||M0000749|Hoggies Riesling||2012|Victoria|HK$ 168.0|Australia||57|White wine|5819|750ml
||M0000819|Black Doktor||2012|Dealu Mare-Ceptura|HK$ 108.0|Eastern Europe||3|Red wine|5820|750ml
||M0000154|Pyrenees Ridge Ridge White Sauvignon Blanc||2013|Victoria|HK$ 150.0|Australia|This wine exhibits sweet tropical fruit flavours and overtones of passionfruit/gooseberry and a slight hint of herbaceous character on the finish|95|White wine|5821|750ml
Watermark2014 3Taiheizan Tenko Junmai Daiginjo JPEG.jpg||M0000001|Taiheizan Tenko Junmai Daiginjo|||Akita|HK$ 1,200.0|Japan||11|Sake|5822|1800ml
||M0000003|Taiheizan Tenko Junmai Daiginjo|||Akita|HK$ 560.0|Japan||4|Sake|5823|720ml
||M0000007|Ranman Jumai Daiginjo|||Akita|HK$ 1,200.0|Japan||3|Sake|5824|1800ml
||M0000011|Kwei Chow Moutai Chiew 53∘||NV|Kwei Chow|HK$ 2,650.0|China||77|Chinese wine|5825|500ml
||M0000012|Wuliangye 52∘||NV|Sichuan|HK$ 1,500.0|China||5|Chinese wine|5826|500ml
Watermark2014 9Bidgeebong Chardonnay Pinot Noir NV JPEG.jpg|JH 84 |M0000018|Bidgeebong Chardonnay Pinot Noir||NV|Swan Hill|HK$ 180.0|Australia|Clean citrus bouquet; a little broad on the palate.|18|Sparkling|5827|750ml
Watermark2014 9Emeri Pink Moscato.jpg||M0000025|De Bortoli Emeri Pink Moscato||NV|New South Wales|HK$ 148.0|Australia||8|Sparkling|5828|750ml
Watermark2014 7Hoggies Estate Coonawarra Chardonnay Pinot Noir NV JPEG.jpg|JH 87 |M0000029|Hoggies Estate Coonawarra Chardonnay Pinot Noir||NV|Coonawarra|HK$ 168.0|Australia|Given six months on yeast lees; pleasant and well-balanced, as ready now as it will ever be.|56|Sparkling|5829|750ml
||M0000050|Remy Martin VSOP||NV|Cognac|HK$ 428.0|France||3|Cognac|5830|700ml
Watermark2014 9Bottega Prosecco Gold.jpg||M0000051|Bottega Prosecco Gold||NV|Veneto|HK$ 260.0|Italy||11|Sparkling|5831|750ml
Watermark2014 9Philippe Gonet Champagne Grand Reserve.jpg||M0000052|Philippe Gonet Champagne Grand Reserve NV||NV|Champagne|HK$ 328.0|France|Gonet’s NV Brut Grande Reserve bursts from the glass with tons of energy and vibrancy. Freshly cut white flowers, lemon, pastry and crushed rocks wrap around the palate. This is a relatively round, supple wine considering it is based on the 2008 vintage. This is a delicious, entry-level Champagne.|0|Champagne|5832|750ml
||M0000126|Masumi Yumedono Daiginjo|||兵庫縣/山田錦|HK$ 800.0|Japan||3|Sake|5833|720ml
||M0000127|Masumi 350 Anniversary Junmai Ginjo|||兵庫縣/山田錦||Japan||0|Sake|5834|720ml
||M0000128|Masumi Kinjyu Junmai Ginjo|||長野縣/美山錦|HK$ 250.0|Japan||3|Sake|5835|720ml
||M0000129|Masumi Kurakuchi Kiipon Junmai Ginjo|||長野縣/美山錦|HK$ 380.0|Japan||0|Sake|5836|1800ml
Watermark2014 Masumi Yumedono Junmai Daiginjo 720ml jpg.jpg||M0000130|Masumi Karakuchi Kiipon Junmai Ginjo|||長野縣/美山錦|HK$ 185.0|Japan||0|Sake|5837|720ml
Watermark2014 Masumi Tokusen Honjozo 1800ml jpg.jpg||M0000131|Masumi Tokusen Honjozo|||兵庫縣/山田錦|HK$ 580.0|Japan||4|Sake|5838|1800ml
Watermark2014 Rihaku Cloudy Sake Tokubetsu Honjozo jpg.jpg||M0000133|Rihaku Cloudy Sake Tokubetsu Honjozo|||島根縣/ 五百萬石|HK$ 185.0|Japan||0|Sake|5839|720ml
||M0000134|Rihaku Fukutoku Kaiun Tokubetsu Honjozo|||島根縣/ 五百萬石|HK$ 420.0|Japan||1|Sake|5840|1800ml
Watermark2014 Masumi Yuzu Liquor 720ml jpg.jpg||M0000140|Masumi Yuzu Liquor|||Kochi|HK$ 240.0|Japan||0|Sake|5841|300ml
Watermark2014 Masumi Yumedono Junmai Daiginjo 720ml jpg.jpg||M0000141|Masumi Yumedono Junmai Daiginjo|||兵庫縣/山田錦|HK$ 850.0|Japan||3|Sake|5842|720ml
Watermark2014Masumi Karakuchi Kiipon Junmai Ginjo 300ml jpg.jpg||M0000142|Masumi Karakuchi Kiipon Junmai Ginjo|||長野縣/美山錦|HK$ 95.0|Japan||0|Sake|5843|300ml
||M0000143|Masumi Karakuchi Kiipon Junmai Ginjo|||長野縣/美山錦|HK$ 95.0|Japan||0|Sake|5844|180ml
Watermark2014 4Sorby Adams EV Morticia Sparkling Shiraz JPEG.jpg|JH 89 |M0000157|Sorby Adams EV "Morticia" Sparkling Shiraz||NV|Eden Valley|HK$ 250.0|Australia|A medium-bodied, spicy and lively sparkling red, which has plenty of charm, although a lower dosage would have made an even better wine.|197|Sparkling|5845|750ml
||M0000158|Sorby Adams Farmers Market Barossa Brut||NV|Barossa|HK$ 138.0|Australia|Intensely flavoured with citrus and grapefruit characters|188|Sparkling|5846|750ml
||M0000172|Tamajiman Josen Komokaburi|||Kanto|HK$ 5,000.0|Japan||1|Sake|5847|9000ml
||M0000175|Chivas Regal 12yr Scotch Whisky Gift Box||NV|Scotchland|HK$ 320.0|Scotchland||9|Spirits|5848|720ml
||M0000176|Chivas Regal 18yr Scotch Whisky Gift Box||NV|Scotchland|HK$ 700.0|Scotchland||1|Spirits|5849|720ml
||M0000177|Royal Salute Whisky Gift Box with Miniature||NV|Scotchland|HK$ 1,400.0|Scotchland||1|Whiskey|5850|750ml
||M0000178|Ballantines 12yr Whisky||NV|Scotchland|HK$ 300.0|Scotchland||2|Spirits|5851|700ml
Watermark2014 2Martell VSOP Miniature JPEG.jpg||M0000179|Martell VSOP Miniature||NV|Cognac|HK$ 30.0|France||2|Cognac|5852|50ml
Watermark2014 2Martell Corton Bleu Miniature JPEG.jpg||M0000180|Martell Corton Bleu Miniature||NV|Cognac|HK$ 150.0|France||2|Cognac|5853|50ml
Watermark2014 2Martell XO Miniature JPEG.jpg||M0000181|Martell XO Miniature||NV|Cognac|HK$ 250.0|France||1|Cognac|5854|50ml
Watermark2014 2Chivas Regal 12yr Miniature JPEG.jpg||M0000182|Chivas Regal 12yr Miniature||NV|Scotchland|HK$ 35.0|Scotchland||2|Spirits|5855|Miniature
Watermark2014 2Chivas Regal 18yr Miniature JPEG.jpg||M0000183|Chivas Regal 18yr Miniature||NV|Scotchland|HK$ 85.0|Scotchland||2|Spirits|5856|Miniature
Watermark2014 2Absolut Vodka Citron Miniature JPEG.jpg||M0000184|Absolut Vodka Citron Miniature||NV|Sweden|HK$ 33.0|Sweden||2|Vodka|5857|Miniature
Watermark2014 2Absolut Vodka Kurant Miniature JPEG.jpg||M0000185|Absolut Vodka Kurant Miniature||NV|Sweden|HK$ 33.0|Sweden||2|Vodka|5858|Miniature
Watermark2014 2Absolut Vodka Mandrin Miniature JPEG.jpg||M0000186|Absolut Vodka Mandarin Miniature||NV|Sweden|HK$ 33.0|Sweden||3|Vodka|5859|Miniature
Watermark2014 2Absolut Vodka Apeach Miniature JPEG.jpg||M0000187|Absolut Vodka Apeach Miniatureolut Vodka Pears Miniature||NV|Sweden|HK$ 33.0|Sweden||2|Vodka|5860|Miniature
Watermark2014 2Absolut Vodka Pears Miniature JPEG.jpg||M0000188|Absolut Vodka Pears Miniature||NV|Sweden|HK$ 33.0|Sweden||2|Vodka|5861|Miniature
Watermark2014 2Absolut Vodka Miniature JPEG.jpg||M0000189|Absolut Vodka Miniature||NV|Sweden|HK$ 29.0|Sweden||2|Vodka|5862|Miniature
Watermark2014 2Absolut Vodka Vanilla Miniature JPEG.jpg||M0000190|Absolut Vodka Vanilla Miniature||NV|Sweden|HK$ 33.0|Sweden||2|Vodka|5863|Miniature
||M0000192|Ballantines 12yr Whisky Miniature||NV|Scotchland|HK$ 20.0|Scotchland||2|Spirits|5864|Miniature
Watermark2014 2Kahlua Liquer Miniature JPEG.jpg||M0000193|Kahlua Liquer Miniature||NV|Mexico|HK$ 25.0|Mexico||1|Spirits|5865|50ml
Watermark2014 9Bottega Moscato.jpg||M0000222|Bottega Moscato||NV|Veneto|HK$ 160.0|Italy||12|Sparkling|5866|750ml
Watermark2014 9Bottega Moscato Pink.jpg||M0000223|Bottega Moscato Pink||NV|Veneto|HK$ 248.0|Italy||7|Sparkling|5867|750ml
Watermark2014 2Canadian Club Whisky JPEG.jpg||M0000227|Canadian Club Whisky||NV|Canada|HK$ 190.0|Canada||2|Whiskey|5868|750ml
Watermark2014 9Champagne Jean Gorisse Debas Brut Rose.jpg||M0000241|Champagne Jean Gorisse Debas Brut Rose||NV|Champagne|HK$ 450.0|France||5|Champagne|5869|750ml
Watermark2014 2Fundador Solera JPEG.jpg||M0000275|Fundator Solera||NV|Spain|HK$ 138.0|Spain||0|Whiskey|5870|700ml
||M0000276|G. Y. L. S Hua Diao Wine (3 Year)||NV|Shao Xing||China||0|Chinese wine|5871|700ml
||M0000277|G. Y. L. S Hua Diao Wine (8 Year)||NV|Shao Xing|HK$ 138.0|China||0|Chinese wine|5872|700ml
Watermark2014 9Cognac Hennessy XO wooden paper box 2.jpg||M0000282|Hennessy XO Extra||NV|Cognac|HK$ 16,000.0|France||1|Cognac|5873|700ml
Watermark2014 9Cognac Hennessy XO Extra.jpg||M0000283|Hennessy XO Extra||NV|Cognac|HK$ 13,800.0|France||1|Cognac|5874|700ml
Watermark2014 9Cognac Hennessy XO paper box 2.jpg||M0000284|Hennessy XO white box||NV|Cognac|HK$ 18,000.0|France||1|Cognac|5875|700ml
Watermark2014 9Suntory whisky 17 years.jpg||M0000285|Hibiki Suntory whisky 17 years||NV|Osaka|HK$ 1,335.0|Japan||24|Whiskey|5876|700ml
Watermark2014 2Jim Bean White Bourbon Wky JPEG.jpg||M0000289|Jim Bean White Bourbon Wky||NV|Kentucky (Bourbon)|HK$ 198.0|USA||0|Whiskey|5877|750ml
||M0000291|Karuizawa Single Malt Whisky|||Karuizawa|HK$ 3,600.0|Japan||0|Whiskey|5878|700ml
Watermark2014 6Lanson Black Label NV JPEG.jpg||M0000296|Lanson Black Label||NV|Champagne|HK$ 399.0|France||3|Champagne|5879|750ml
||M0000307|Martell Cordon Blue Cognac 40% ALC NP (New)||NV|Cognac|HK$ 1,380.0|France||18|Cognac|5880|750ml
||M0000308|Martell Extra XO Cognac 40% ALC GP||NV|Cognac|HK$ 1,699.0|France||3|Cognac|5881|750ml
|RP 86 |M0000309|Moet & Chandon Brut Imp (with box)|AOC|NV|Champagne|HK$ 358.0|France|The NV Imperial is a straightforward, tasty Champagne made in a easygoing style, with good length and a clean, refreshing finish.|56|Champagne|5882|750ml
|RP 86 |M0000310|Moet & Chandon Brut Imp (without box)|AOC|NV|Champagne|HK$ 348.0|France|The NV Imperial is a straightforward, tasty Champagne made in a easygoing style, with good length and a clean, refreshing finish.|61|Champagne|5883|750ml
||M0000312|Moet & Chandon Rose Imperial (with box)|AOC|NV|Champagne|HK$ 468.0|France||15|Champagne|5884|750ml
Watermark2014 9Remy Martin Fine Champagne Centaure Extra.jpg||M0000318|Remy Martin Centaure Extra||NV|Cognac|HK$ 9,800.0|France||1|Cognac|5885|700ml
Watermark2014 9Remy Martin VSOP miniature.jpg||M0000321|Remy Martin VSOP miniature||NV|Cognac|HK$ 33.0|France||2|Cognac|5886|30ml
Watermark2014 9Remy Martin X.O..jpg||M0000322|Remy Martin X.O. (1980s)||NV|Cognac|HK$ 3,500.0|France||3|Cognac|5887|700ml
Watermark2014 2Remy Martin X.O. Miniature JPEG.jpg||M0000323|Remy Martin X.O. Miniature||NV|Cognac|HK$ 160.0|France||0|Cognac|5888|50ml
Watermark2014 2Tequila Sauza Blanco JPEG.jpg||M0000329|Tequila Sauza Blanco||NV|Mexico|HK$ 199.0|Mexico||1|Whiskey|5889|700ml
Watermark2014 2Tequila Sauza Gold JPEG.jpg||M0000330|Tequila Sauza Gold||NV|Mexico|HK$ 199.0|Mexico||1|Whiskey|5890|700ml
Watermark2014 3white.jpg||M0000333|白鷹 青松白鷹 菰冠|||Akita|HK$ 999.0|Japan||2|Sake|5891|1800ml
Watermark2014 3 AI white.jpg||M0000334|真野鶴 逢（AI） 越淡麗 純米大吟釀|||Akita|HK$ 1,000.0|Japan||3|Sake|5892|720ml
Watermark2014 3 bird.jpg||M0000335|真野鶴 與三作 大吟釀 山田錦|||Akita|HK$ 690.0|Japan||1|Sake|5893|720ml
||M0000336|Ranman Junmai with Gold Flake|||Akita|HK$ 330.0|Japan||5|Sake|5894|720ml
Watermark2014 9 14 2.jpg||M0000428|十四代-中取之純米, 無濾遇|||Yamagata|HK$ 3,499.0|Japan||3|Sake|5895|1800ml
Watermark2014 9 14 .jpg||M0000429|十四代-極上諸白,純米大吟嚷|||Yamagata|HK$ 3,280.0|Japan||3|Sake|5896|720ml
||M0000536|YS XIAN DIAO 25 Y (WOOD)||NV|China|HK$ 398.0|China||5|Chinese wine|5897|375ml
||M0000537|YS XIAN DIAO 25 Y (PAPER)||NV|China|HK$ 328.0|China||4|Chinese wine|5898|375ml
||M0000538|YZ JIA NIANG 10 YEARS||NV|China|HK$ 198.0|China||0|Chinese wine|5899|500ml
||M0000539|KUAUISHAN SHAOXING CHIEW (10AGED)||NV|Shao Xing|HK$ 198.0|China||1|Chinese wine|5900|750ml
||M0000540|KUAUISHAN SHAOXING CHIEW (30AGED)||NV|Shao Xing|HK$ 550.0|China||0|Chinese wine|5901|750ml
Watermark2014Bad Girl NV JPEG.jpg||M0000613|Bad Girl NV|Cremant|NV|Bordeaux|HK$ 160.0|France||127|Sparkling|5903|750ml
Watermark2014 9Hennessy XO.jpg||M0000636|Hennessy XO||NV|Cognac|HK$ 9,200.0|France||1|Cognac|5904|3000ml
Watermark2014 9Hennessy XO.jpg||M0000637|Hennessy XO||NV|Cognac|HK$ 5,800.0|France||6|Cognac|5905|1500ml
||M0000828|Ballantines 17 years||NV|Scotchland|HK$ 699.0|Scotchland||1|Spirits|5906|700ml
||M0000829|John Jameson Irish Whisky||NV|Irish|HK$ 199.0|Irish||0|Whiskey|5907|750ml
Watermark2014 2Royal Salute Whisky Gift Box with Miniature JPEG.jpg||M0000831|Royal Salute 21 years old 70cl||NV|Scotchland|HK$ 1,450.0|Scotchland||5|Whiskey|5908|
||M0000838|Johnny Walker Red Label||NV|Scotchland|HK$ 118.0|Scotchland||0|Whiskey|5909|375ml
||M0000839|Johnny Walker Black Label 12 Years||NV|Scotchland|HK$ 228.0|Scotchland||0|Whiskey|5910|375ml
||M0000840|Johnny Walker Blue Label||NV|Scotchland|HK$ 498.0|Scotchland||1|Whiskey|5911|200ml
Watermark2014 9Remy Martin VSOP.jpg||M0000855|Remy Martin VSOP||NV|Cognac|HK$ 180.0|France||13|Cognac|5912|200ml
Watermark 20143Ranman Junmai JPEG.jpg||M0000008|Ranman Junmai|||Akita|HK$ 480.0|Japan||2|Sake|5914|1800ml
||M0000132|Dewazakura Aiyama Junmai DaiGinjo|||Yamagata|HK$ 680.0|Japan||3|Sake|5915|720ml
||M0000144|Dewazakura Omachi Junmai Ginjo|||Yamagata|HK$ 280.0|Japan||3|Sake|5916|720ml
||M0000145|真澄GREEN純米吟嚷|||長野縣/美山錦|HK$ 65.0|Japan||0|Sake|5917|180ml
||M0000173|Martell Cordon Bleu|||Cognac|HK$ 6,880.0|France||1|Cognac|5918|3000ml
